gene_A	gene_B	type_A	type_B
ACVR1C	ACVR1C	R	L
ACVR2B	ACVR2B	R	L
BMPR1B	BMPR1B	R	L
BMPR1A	BMPR1A	R	L
TGFBR1	TGFBR1	R	L
ACVR1	ACVR1	R	L
BMPR2	BMPR2	R	L
ITGAV	ITGAV	R	L
P4HB	P4HB	R	L
ITGA2B	ITGA2B	R	L
AR	AR	R	L
TSHR	TSHR	R	L
ITGA3	ITGA3	R	L
PDIA3	PDIA3	R	L
BDKRB2	BDKRB2	R	L
MPL	MPL	R	L
MTNR1A	MTNR1A	R	L
TAP1	TAP1	R	L
TAP2	TAP2	R	L
LRP1	LRP1	R	L
SCARF1	SCARF1	R	L
NCR1	NCR1	R	L
CASP3	CASP3	R	L
CTSV	CTSV	R	L
CD4	CD4	R	L
CD74	CD74	R	L
CTSL	CTSL	R	L
CTSS	CTSS	R	L
LGMN	LGMN	R	L
CTSF	CTSF	R	L
CTSV	CTSV	R	L
CD4	CD4	R	L
CD74	CD74	R	L
CTSL	CTSL	R	L
CTSS	CTSS	R	L
LGMN	LGMN	R	L
CTSF	CTSF	R	L
RYR2	RYR2	R	L
EGFR	EGFR	R	L
TNFRSF1A	TNFRSF1A	R	L
TNFRSF1B	TNFRSF1B	R	L
EPHA2	EPHA2	R	L
CLEC4M	CLEC4M	R	L
PIP5K1C	PIP5K1C	R	L
STAT3	STAT3	R	L
SIGLEC10	SIGLEC10	R	L
SELL	SELL	R	L
SELP	SELP	R	L
NECTIN4	NECTIN4	R	L
IL6ST	IL6ST	R	L
H3BM21	H3BM21	R	L
ITGAV	ITGAV	R	L
ITGA2B	ITGA2B	R	L
ITGB3	ITGB3	R	L
ITGA5	ITGA5	R	L
ITGB1	ITGB1	R	L
LRP6	LRP6	R	L
EGFR	EGFR	R	L
TGFB1	TGFB1	R	L
NTRK1	NTRK1	R	L
ITGB2	ITGB2	R	L
ITGAM	ITGAM	R	L
IGF2R	IGF2R	R	L
FGFR2	FGFR2	R	L
MAPK3	MAPK3	R	L
MAPK1	MAPK1	R	L
TGFBR2	TGFBR2	R	L
F2RL1	F2RL1	R	L
TGFBR3	TGFBR3	R	L
PTK2	PTK2	R	L
LRP1	LRP1	R	L
ILK	ILK	R	L
ERBB4	ERBB4	R	L
FYN	FYN	R	L
AR	AR	R	L
FGFR1	FGFR1	R	L
SRC	SRC	R	L
FGFR3	FGFR3	R	L
STAT3	STAT3	R	L
MAP3K8	MAP3K8	R	L
ZAP70	ZAP70	R	L
CDK5	CDK5	R	L
PAK1	PAK1	R	L
LILRA3	LILRA3	R	L
PIK3CD	PIK3CD	R	L
PIK3R2	PIK3R2	R	L
PIK3R1	PIK3R1	R	L
PIK3R3	PIK3R3	R	L
MAP3K7	MAP3K7	R	L
LAT	LAT	R	L
JAK2	JAK2	R	L
ABL1	ABL1	R	L
EGFR	EGFR	R	L
EPO	EPO	R	L
IL2RA	IL2RA	R	L
CD4	CD4	R	L
ESR1	ESR1	R	L
CD3D	CD3D	R	L
NTRK1	NTRK1	R	L
INSR	INSR	R	L
LCK	LCK	R	L
FYN	FYN	R	L
CDK1	CDK1	R	L
CAPN1	CAPN1	R	L
CD3E	CD3E	R	L
LYN	LYN	R	L
IL6R	IL6R	R	L
ROS1	ROS1	R	L
CD3G	CD3G	R	L
AR	AR	R	L
KIT	KIT	R	L
GHR	GHR	R	L
BCR	BCR	R	L
CD79A	CD79A	R	L
SRC	SRC	R	L
PKM	PKM	R	L
IL2RB	IL2RB	R	L
IFNGR1	IFNGR1	R	L
CSF2RA	CSF2RA	R	L
VEGFA	VEGFA	R	L
PECAM1	PECAM1	R	L
PRLR	PRLR	R	L
IL7R	IL7R	R	L
IFNAR1	IFNAR1	R	L
PRKCA	PRKCA	R	L
EPOR	EPOR	R	L
CD33	CD33	R	L
CD22	CD22	R	L
CD247	CD247	R	L
CD72	CD72	R	L
JAK1	JAK1	R	L
IL4R	IL4R	R	L
IL3RA	IL3RA	R	L
CNTFR	CNTFR	R	L
NOS1	NOS1	R	L
TYK2	TYK2	R	L
IL2RG	IL2RG	R	L
CSF2RB	CSF2RB	R	L
KDR	KDR	R	L
IFNGR2	IFNGR2	R	L
IL6ST	IL6ST	R	L
MPL	MPL	R	L
CD79B	CD79B	R	L
STAT3	STAT3	R	L
STAT6	STAT6	R	L
PIK3CA	PIK3CA	R	L
IL12RB1	IL12RB1	R	L
LIFR	LIFR	R	L
ZAP70	ZAP70	R	L
SYK	SYK	R	L
LEPR	LEPR	R	L
IFNAR2	IFNAR2	R	L
JAK3	JAK3	R	L
SIRPA	SIRPA	R	L
IL13RA1	IL13RA1	R	L
IL9R	IL9R	R	L
IL5RA	IL5RA	R	L
BTK	BTK	R	L
IL10RB	IL10RB	R	L
IL15RA	IL15RA	R	L
IL10RA	IL10RA	R	L
PTK2B	PTK2B	R	L
IL11RA	IL11RA	R	L
IL13RA2	IL13RA2	R	L
CASP8	CASP8	R	L
CLEC12A	CLEC12A	R	L
IL23R	IL23R	R	L
IL20RB	IL20RB	R	L
IFNLR1	IFNLR1	R	L
IL22RA1	IL22RA1	R	L
TRPV1	TRPV1	R	L
CD300LF	CD300LF	R	L
IL22RA2	IL22RA2	R	L
FCRL4	FCRL4	R	L
CSF3R	CSF3R	R	L
OSMR	OSMR	R	L
IL12RB2	IL12RB2	R	L
IL21R	IL21R	R	L
CRLF2	CRLF2	R	L
IL20RA	IL20RA	R	L
IL23R	IL23R	R	L
JAK2	JAK2	R	L
LCK	LCK	R	L
GZMB	GZMB	R	L
CD28	CD28	R	L
GZMA	GZMA	R	L
IL1R1	IL1R1	R	L
NOS2	NOS2	R	L
STAT3	STAT3	R	L
STAT6	STAT6	R	L
FASLG	FASLG	R	L
CCR5	CCR5	R	L
JAK2	JAK2	R	L
ALOX12B	ALOX12B	R	L
TNF	TNF	R	L
CD4	CD4	R	L
MPO	MPO	R	L
LCK	LCK	R	L
CD3E	CD3E	R	L
GZMB	GZMB	R	L
GZMA	GZMA	R	L
IL1R1	IL1R1	R	L
ITGA3	ITGA3	R	L
PIK3R1	PIK3R1	R	L
NOS2	NOS2	R	L
STAT3	STAT3	R	L
STAT6	STAT6	R	L
PIK3CA	PIK3CA	R	L
FASLG	FASLG	R	L
CCR5	CCR5	R	L
CXCL9	CXCL9	R	L
BOC	BOC	R	L
PIK3CD	PIK3CD	R	L
PIK3R2	PIK3R2	R	L
PRMT5	PRMT5	R	L
ALOX12B	ALOX12B	R	L
TNF	TNF	R	L
CD4	CD4	R	L
MPO	MPO	R	L
LCK	LCK	R	L
FYN	FYN	R	L
CD3E	CD3E	R	L
PTPRC	PTPRC	R	L
GZMB	GZMB	R	L
GHR	GHR	R	L
GZMA	GZMA	R	L
IL1R1	IL1R1	R	L
IFNAR1	IFNAR1	R	L
PTPN1	PTPN1	R	L
EIF2AK2	EIF2AK2	R	L
JAK1	JAK1	R	L
PTAFR	PTAFR	R	L
ITGA3	ITGA3	R	L
PIK3R1	PIK3R1	R	L
NOS2	NOS2	R	L
IL6ST	IL6ST	R	L
STAT3	STAT3	R	L
STAT6	STAT6	R	L
PIK3CA	PIK3CA	R	L
PIK3CB	PIK3CB	R	L
IL12RB1	IL12RB1	R	L
FASLG	FASLG	R	L
IFNAR2	IFNAR2	R	L
PIK3CG	PIK3CG	R	L
CCR5	CCR5	R	L
RACK1	RACK1	R	L
IL13RA1	IL13RA1	R	L
PLAUR	PLAUR	R	L
CXCL9	CXCL9	R	L
IL10RA	IL10RA	R	L
IL23R	IL23R	R	L
PIK3R5	PIK3R5	R	L
PIK3R3	PIK3R3	R	L
PRKD2	PRKD2	R	L
H3BM21	H3BM21	R	L
ITGA2B	ITGA2B	R	L
ITGB3	ITGB3	R	L
ITGAM	ITGAM	R	L
ITGB2	ITGB2	R	L
ITGA5	ITGA5	R	L
ITGB1	ITGB1	R	L
MAP4K4	MAP4K4	R	L
C3	C3	R	L
CD4	CD4	R	L
APP	APP	R	L
F3	F3	R	L
VEGFA	VEGFA	R	L
VCAM1	VCAM1	R	L
CD53	CD53	R	L
CD40	CD40	R	L
CD80	CD80	R	L
PTGS2	PTGS2	R	L
CCR2	CCR2	R	L
MAPK8	MAPK8	R	L
MAPK9	MAPK9	R	L
MAP2K4	MAP2K4	R	L
MAPK10	MAPK10	R	L
CD47	CD47	R	L
MAP3K1	MAP3K1	R	L
BIRC2	BIRC2	R	L
MAPK11	MAPK11	R	L
MAPK14	MAPK14	R	L
LY9	LY9	R	L
DAG1	DAG1	R	L
CD8B2	CD8B2	R	L
KLRC4	KLRC4	R	L
CD8A	CD8A	R	L
CD8B	CD8B	R	L
KLRC1	KLRC1	R	L
KLRC2	KLRC2	R	L
KIR2DL1	KIR2DL1	R	L
KIR2DL2	KIR2DL2	R	L
KIR2DL3	KIR2DL3	R	L
KIR3DL1	KIR3DL1	R	L
KIR3DL2	KIR3DL2	R	L
KIR2DS4	KIR2DS4	R	L
KLRC3	KLRC3	R	L
KLRD1	KLRD1	R	L
KIR3DS1	KIR3DS1	R	L
KIR2DS3	KIR2DS3	R	L
KIR2DS5	KIR2DS5	R	L
KIR2DS1	KIR2DS1	R	L
KIR2DL5A	KIR2DL5A	R	L
LILRB2	LILRB2	R	L
LILRB1	LILRB1	R	L
KIR2DL4	KIR2DL4	R	L
VSIR	VSIR	R	L
NTSR2	NTSR2	R	L
EGFR	EGFR	R	L
NGFR	NGFR	R	L
MAPK3	MAPK3	R	L
NTSR1	NTSR1	R	L
GRIA1	GRIA1	R	L
PKD1	PKD1	R	L
PRKD1	PRKD1	R	L
SIGLEC10	SIGLEC10	R	L
FGF10	FGF10	R	L
EGFR	EGFR	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
PDGFRB	PDGFRB	R	L
FGFR1	FGFR1	R	L
PDGFRA	PDGFRA	R	L
PLCG1	PLCG1	R	L
FGFR2	FGFR2	R	L
FGFR4	FGFR4	R	L
FGFR3	FGFR3	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
PIK3CA	PIK3CA	R	L
CEACAM1	CEACAM1	R	L
CEACAM6	CEACAM6	R	L
PTPRO	PTPRO	R	L
BTN2A2	BTN2A2	R	L
TECTB	TECTB	R	L
ITGAV	ITGAV	R	L
ITGB3	ITGB3	R	L
ITGA2B	ITGA2B	R	L
ITGB1	ITGB1	R	L
ITGA5	ITGA5	R	L
ITGA9	ITGA9	R	L
ITGA4	ITGA4	R	L
ITGB7	ITGB7	R	L
EZR	EZR	R	L
L1CAM	L1CAM	R	L
CHL1	CHL1	R	L
NRP1	NRP1	R	L
EGFR	EGFR	R	L
ERBB2	ERBB2	R	L
FGFR1	FGFR1	R	L
FGFR2	FGFR2	R	L
ERBB3	ERBB3	R	L
PTPRZ1	PTPRZ1	R	L
EPHB2	EPHB2	R	L
CNTN1	CNTN1	R	L
ERBB4	ERBB4	R	L
PLXNA1	PLXNA1	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
ITGAL	ITGAL	R	L
ITGB2	ITGB2	R	L
ITGAD	ITGAD	R	L
CLEC4M	CLEC4M	R	L
CD209	CD209	R	L
TNFRSF13B	TNFRSF13B	R	L
CD27	CD27	R	L
TNFRSF17	TNFRSF17	R	L
TNFRSF8	TNFRSF8	R	L
CD4	CD4	R	L
CD8A	CD8A	R	L
CD3D	CD3D	R	L
LCK	LCK	R	L
CD3E	CD3E	R	L
NGFR	NGFR	R	L
CD3G	CD3G	R	L
CD28	CD28	R	L
CD8B	CD8B	R	L
PRF1	PRF1	R	L
CTLA4	CTLA4	R	L
CD247	CD247	R	L
PIK3R1	PIK3R1	R	L
PIK3CA	PIK3CA	R	L
ZAP70	ZAP70	R	L
PRKCQ	PRKCQ	R	L
ITK	ITK	R	L
STK39	STK39	R	L
NTRK1	NTRK1	R	L
NGFR	NGFR	R	L
PLCG1	PLCG1	R	L
MAPK3	MAPK3	R	L
STAT3	STAT3	R	L
NTRK3	NTRK3	R	L
NTRK2	NTRK2	R	L
SRC	SRC	R	L
EZR	EZR	R	L
PRKACA	PRKACA	R	L
PLCG1	PLCG1	R	L
FGFR2	FGFR2	R	L
FGFR4	FGFR4	R	L
FGFR3	FGFR3	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
PIK3CA	PIK3CA	R	L
MAPK8	MAPK8	R	L
CDH11	CDH11	R	L
PTPRJ	PTPRJ	R	L
ADGRA2	ADGRA2	R	L
ACVR2A	ACVR2A	R	L
BMPR1B	BMPR1B	R	L
ACVR2B	ACVR2B	R	L
BMPR2	BMPR2	R	L
BMPR1A	BMPR1A	R	L
ACVR1	ACVR1	R	L
ACVRL1	ACVRL1	R	L
PLAUR	PLAUR	R	L
AMHR2	AMHR2	R	L
TLR4	TLR4	R	L
F2RL2	F2RL2	R	L
F2R	F2R	R	L
F2RL1	F2RL1	R	L
PARD3	PARD3	R	L
F2RL3	F2RL3	R	L
EGFR	EGFR	R	L
ERBB2	ERBB2	R	L
ERBB3	ERBB3	R	L
ERBB4	ERBB4	R	L
MAPK3	MAPK3	R	L
GSK3A	GSK3A	R	L
GSK3B	GSK3B	R	L
A0A2R8YE73	A0A2R8YE73	R	L
IL6R	IL6R	R	L
IL6ST	IL6ST	R	L
IL13	IL13	R	L
IL13RA1	IL13RA1	R	L
IL4R	IL4R	R	L
IL13RA2	IL13RA2	R	L
CNTFR	CNTFR	R	L
LIFR	LIFR	R	L
IL11RA	IL11RA	R	L
IL27RA	IL27RA	R	L
OSMR	OSMR	R	L
IL31RA	IL31RA	R	L
TNFRSF11B	TNFRSF11B	R	L
TGFB1	TGFB1	R	L
NR3C1	NR3C1	R	L
SRC	SRC	R	L
VEGFA	VEGFA	R	L
MUC1	MUC1	R	L
PTPN1	PTPN1	R	L
MAPK1	MAPK1	R	L
IL2RG	IL2RG	R	L
NOS2	NOS2	R	L
PTGS2	PTGS2	R	L
STAT3	STAT3	R	L
STAT6	STAT6	R	L
PLA2G4A	PLA2G4A	R	L
CXCL12	CXCL12	R	L
JAK3	JAK3	R	L
MUC5AC	MUC5AC	R	L
PRKCD	PRKCD	R	L
TMEM219	TMEM219	R	L
TLR4	TLR4	R	L
MBL2	MBL2	R	L
ADGRE5	ADGRE5	R	L
SIRPA	SIRPA	R	L
LAIR1	LAIR1	R	L
CALCR	CALCR	R	L
RAMP1	RAMP1	R	L
RAMP2	RAMP2	R	L
CALCRL	CALCRL	R	L
RAMP3	RAMP3	R	L
GPER1	GPER1	R	L
GPR182	GPR182	R	L
ADRB2	ADRB2	R	L
HMOX1	HMOX1	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
ACKR3	ACKR3	R	L
NOS1	NOS1	R	L
VIPR1	VIPR1	R	L
AQP2	AQP2	R	L
ADCYAP1R1	ADCYAP1R1	R	L
PTH1R	PTH1R	R	L
MRGPRX2	MRGPRX2	R	L
GPR20	GPR20	R	L
DCLK3	DCLK3	R	L
GPR84	GPR84	R	L
ITGAV	ITGAV	R	L
ITGB3	ITGB3	R	L
ITGA3	ITGA3	R	L
ITGB1	ITGB1	R	L
SDC3	SDC3	R	L
LRP4	LRP4	R	L
ITGA10	ITGA10	R	L
ITGA2B	ITGA2B	R	L
ITGA5	ITGA5	R	L
ITGA4	ITGA4	R	L
ITGB4	ITGB4	R	L
CD36	CD36	R	L
ITGA2	ITGA2	R	L
ITGB5	ITGB5	R	L
ITGB6	ITGB6	R	L
SDC1	SDC1	R	L
ITGA6	ITGA6	R	L
ITGB7	ITGB7	R	L
ITGB8	ITGB8	R	L
SDC2	SDC2	R	L
ITGA8	ITGA8	R	L
ITGA1	ITGA1	R	L
LRP2	LRP2	R	L
CD47	CD47	R	L
ITGA7	ITGA7	R	L
ITGA9	ITGA9	R	L
LTBP1	LTBP1	R	L
NOTCH4	NOTCH4	R	L
ITGA11	ITGA11	R	L
NOTCH3	NOTCH3	R	L
ITGAV	ITGAV	R	L
ITGB3	ITGB3	R	L
ITGA3	ITGA3	R	L
ITGB1	ITGB1	R	L
SDC3	SDC3	R	L
ITGA10	ITGA10	R	L
ITGA2B	ITGA2B	R	L
ITGA5	ITGA5	R	L
ITGA4	ITGA4	R	L
ITGB4	ITGB4	R	L
CD36	CD36	R	L
ITGA2	ITGA2	R	L
ITGB5	ITGB5	R	L
ITGB6	ITGB6	R	L
SDC1	SDC1	R	L
ITGA6	ITGA6	R	L
ITGB7	ITGB7	R	L
ITGB8	ITGB8	R	L
SDC2	SDC2	R	L
ITGA8	ITGA8	R	L
ITGA1	ITGA1	R	L
CD47	CD47	R	L
ITGA7	ITGA7	R	L
ITGA9	ITGA9	R	L
LTBP1	LTBP1	R	L
ITGA11	ITGA11	R	L
NTRK1	NTRK1	R	L
PIK3R1	PIK3R1	R	L
TEK	TEK	R	L
LRFN5	LRFN5	R	L
PIK3CD	PIK3CD	R	L
PIK3R2	PIK3R2	R	L
FLRT2	FLRT2	R	L
NRP2	NRP2	R	L
ITGB1	ITGB1	R	L
PRKCB	PRKCB	R	L
ITGA5	ITGA5	R	L
SRC	SRC	R	L
PRKCA	PRKCA	R	L
FLT1	FLT1	R	L
PLCG1	PLCG1	R	L
PIK3R1	PIK3R1	R	L
NOS3	NOS3	R	L
KDR	KDR	R	L
CSK	CSK	R	L
PIK3CA	PIK3CA	R	L
PIK3CB	PIK3CB	R	L
MAP2K4	MAP2K4	R	L
PIK3CG	PIK3CG	R	L
RPS6KA3	RPS6KA3	R	L
PRKCE	PRKCE	R	L
PTK2	PTK2	R	L
PRKCZ	PRKCZ	R	L
SOS1	SOS1	R	L
KIR2DS5	KIR2DS5	R	L
INPP5J	INPP5J	R	L
ILDR2	ILDR2	R	L
LILRB1	LILRB1	R	L
PIK3R5	PIK3R5	R	L
PIK3R3	PIK3R3	R	L
FCRL1	FCRL1	R	L
ADAM21	ADAM21	R	L
PIK3CA	PIK3CA	R	L
PIK3R1	PIK3R1	R	L
PIK3CD	PIK3CD	R	L
PIK3R2	PIK3R2	R	L
NRP1	NRP1	R	L
MAP3K13	MAP3K13	R	L
ITGB3	ITGB3	R	L
FES	FES	R	L
ADRB2	ADRB2	R	L
HSP90AA1	HSP90AA1	R	L
SRC	SRC	R	L
VEGFA	VEGFA	R	L
CD44	CD44	R	L
PECAM1	PECAM1	R	L
PLCG2	PLCG2	R	L
PRKACA	PRKACA	R	L
FLT1	FLT1	R	L
PLCG1	PLCG1	R	L
EPOR	EPOR	R	L
S1PR1	S1PR1	R	L
NOS3	NOS3	R	L
CSF2RB	CSF2RB	R	L
CDH5	CDH5	R	L
FLT4	FLT4	R	L
P2RY2	P2RY2	R	L
CSK	CSK	R	L
PIK3CB	PIK3CB	R	L
PIK3CG	PIK3CG	R	L
GNAQ	GNAQ	R	L
BMX	BMX	R	L
PTK2	PTK2	R	L
SOS1	SOS1	R	L
PTPRJ	PTPRJ	R	L
PTK2B	PTK2B	R	L
MAPK11	MAPK11	R	L
PIK3R5	PIK3R5	R	L
PIK3R3	PIK3R3	R	L
SPHK1	SPHK1	R	L
ULK1	ULK1	R	L
LRP6	LRP6	R	L
PPARG	PPARG	R	L
GSK3B	GSK3B	R	L
WNT3A	WNT3A	R	L
PLXDC2	PLXDC2	R	L
PNPLA2	PNPLA2	R	L
WNT6	WNT6	R	L
PIGR	PIGR	R	L
PSMD14	PSMD14	R	L
PLD2	PLD2	R	L
PRKCB	PRKCB	R	L
TH	TH	R	L
MMP3	MMP3	R	L
SRC	SRC	R	L
IDE	IDE	R	L
PRKCA	PRKCA	R	L
LAG3	LAG3	R	L
PSMB1	PSMB1	R	L
MAPK3	MAPK3	R	L
PSMB8	PSMB8	R	L
PSMB9	PSMB9	R	L
PSMB6	PSMB6	R	L
PSMB5	PSMB5	R	L
MAPK1	MAPK1	R	L
PSMB2	PSMB2	R	L
PRKCE	PRKCE	R	L
PRKCZ	PRKCZ	R	L
SLC10A2	SLC10A2	R	L
ITGA10	ITGA10	R	L
ITGB1	ITGB1	R	L
ITGA2	ITGA2	R	L
ITGA1	ITGA1	R	L
ITGA11	ITGA11	R	L
GFRA2	GFRA2	R	L
RET	RET	R	L
GFRA1	GFRA1	R	L
GFRA3	GFRA3	R	L
TH	TH	R	L
RBP1	RBP1	R	L
CDH2	CDH2	R	L
EDNRB	EDNRB	R	L
PIK3R1	PIK3R1	R	L
LTK	LTK	R	L
STAT3	STAT3	R	L
PIK3CA	PIK3CA	R	L
MAPK8	MAPK8	R	L
PTK2	PTK2	R	L
MAPK14	MAPK14	R	L
ERBB2	ERBB2	R	L
YES1	YES1	R	L
PTPN1	PTPN1	R	L
EPOR	EPOR	R	L
ERBB3	ERBB3	R	L
STAT3	STAT3	R	L
JAK3	JAK3	R	L
MAP2K6	MAP2K6	R	L
SOS1	SOS1	R	L
EGFR	EGFR	R	L
CEACAM5	CEACAM5	R	L
CEACAM1	CEACAM1	R	L
STAT3	STAT3	R	L
STAB1	STAB1	R	L
STX4	STX4	R	L
STX3	STX3	R	L
STX1A	STX1A	R	L
SIRPB1	SIRPB1	R	L
JAK2	JAK2	R	L
GHR	GHR	R	L
PRLR	PRLR	R	L
PLCG1	PLCG1	R	L
EPOR	EPOR	R	L
FPR1	FPR1	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
MPL	MPL	R	L
STAT3	STAT3	R	L
PIK3CA	PIK3CA	R	L
MTOR	MTOR	R	L
LEPR	LEPR	R	L
PIK3CG	PIK3CG	R	L
SOS1	SOS1	R	L
CSF3R	CSF3R	R	L
A0A2R8YE73	A0A2R8YE73	R	L
IL15	IL15	R	L
IL15RA	IL15RA	R	L
IL2RB	IL2RB	R	L
IL2RG	IL2RG	R	L
ULK1	ULK1	R	L
IL2RA	IL2RA	R	L
LAMP1	LAMP1	R	L
VCAM1	VCAM1	R	L
ITGAL	ITGAL	R	L
KLRK1	KLRK1	R	L
PTGS2	PTGS2	R	L
STAT6	STAT6	R	L
JAK3	JAK3	R	L
DLK1	DLK1	R	L
CD69	CD69	R	L
ULBP1	ULBP1	R	L
PRKAB2	PRKAB2	R	L
JAK2	JAK2	R	L
EGFR	EGFR	R	L
ESR1	ESR1	R	L
ERBB2	ERBB2	R	L
FYN	FYN	R	L
GHR	GHR	R	L
CYP19A1	CYP19A1	R	L
SRC	SRC	R	L
F3	F3	R	L
SLC2A4	SLC2A4	R	L
PRLR	PRLR	R	L
FLT1	FLT1	R	L
EPOR	EPOR	R	L
RPS6KB1	RPS6KB1	R	L
JAK1	JAK1	R	L
MAPK1	MAPK1	R	L
CASP1	CASP1	R	L
NOS3	NOS3	R	L
PDIA3	PDIA3	R	L
KDR	KDR	R	L
MPL	MPL	R	L
STAT3	STAT3	R	L
MTOR	MTOR	R	L
LEPR	LEPR	R	L
GSK3B	GSK3B	R	L
PRKAG1	PRKAG1	R	L
PRKAA2	PRKAA2	R	L
PTEN	PTEN	R	L
LRP2	LRP2	R	L
PTK2	PTK2	R	L
PRKAA1	PRKAA1	R	L
ISLR2	ISLR2	R	L
GHSR	GHSR	R	L
CSF3R	CSF3R	R	L
SLC12A5	SLC12A5	R	L
PRKAG2	PRKAG2	R	L
PRKAB1	PRKAB1	R	L
ERBB2	ERBB2	R	L
CD200R1L	CD200R1L	R	L
CD200R1	CD200R1	R	L
FZD6	FZD6	R	L
LRP5	LRP5	R	L
LRP6	LRP6	R	L
FZD5	FZD5	R	L
FZD2	FZD2	R	L
FZD3	FZD3	R	L
FZD4	FZD4	R	L
FZD1	FZD1	R	L
FZD8	FZD8	R	L
RYK	RYK	R	L
FZD9	FZD9	R	L
FZD7	FZD7	R	L
GNAS	GNAS	R	L
LDLR	LDLR	R	L
ADRB2	ADRB2	R	L
YES1	YES1	R	L
SRC	SRC	R	L
STAT3	STAT3	R	L
AQP2	AQP2	R	L
MCAM	MCAM	R	L
CSNK1A1	CSNK1A1	R	L
LRP2	LRP2	R	L
ROR1	ROR1	R	L
ROR2	ROR2	R	L
PTK2	PTK2	R	L
EP300	EP300	R	L
PTK7	PTK7	R	L
PTPRK	PTPRK	R	L
EPHA7	EPHA7	R	L
ANTXR1	ANTXR1	R	L
NLK	NLK	R	L
VANGL2	VANGL2	R	L
FZD10	FZD10	R	L
PVR	PVR	R	L
TNFRSF9	TNFRSF9	R	L
FCRL1	FCRL1	R	L
MAP3K5	MAP3K5	R	L
IL6ST	IL6ST	R	L
STAT3	STAT3	R	L
JAK3	JAK3	R	L
NEGR1	NEGR1	R	L
CXCR6	CXCR6	R	L
ADRA2A	ADRA2A	R	L
CXCR1	CXCR1	R	L
CXCR2	CXCR2	R	L
CCR1	CCR1	R	L
CCR7	CCR7	R	L
CXCR5	CXCR5	R	L
CCR2	CCR2	R	L
CCR10	CCR10	R	L
XCR1	XCR1	R	L
MTNR1A	MTNR1A	R	L
CX3CR1	CX3CR1	R	L
CXCR3	CXCR3	R	L
GSK3B	GSK3B	R	L
CCR3	CCR3	R	L
CCR4	CCR4	R	L
CCR5	CCR5	R	L
CCR6	CCR6	R	L
CCR8	CCR8	R	L
CCR9	CCR9	R	L
CXCR4	CXCR4	R	L
GRM7	GRM7	R	L
ACKR1	ACKR1	R	L
ACVR2A	ACVR2A	R	L
BMPR1B	BMPR1B	R	L
ACVR2B	ACVR2B	R	L
BMPR2	BMPR2	R	L
BMPR1A	BMPR1A	R	L
ACVR1	ACVR1	R	L
MAPK1	MAPK1	R	L
ROR2	ROR2	R	L
AMHR2	AMHR2	R	L
GUCY2F	GUCY2F	R	L
SLC25A18	SLC25A18	R	L
SLC25A22	SLC25A22	R	L
NCR3	NCR3	R	L
CASP3	CASP3	R	L
TNFRSF10B	TNFRSF10B	R	L
CHUK	CHUK	R	L
EGFR	EGFR	R	L
APP	APP	R	L
FURIN	FURIN	R	L
GAA	GAA	R	L
FLT4	FLT4	R	L
DLK2	DLK2	R	L
NOTCH4	NOTCH4	R	L
NPTXR	NPTXR	R	L
CXCR6	CXCR6	R	L
CXCR1	CXCR1	R	L
CXCR2	CXCR2	R	L
CCR1	CCR1	R	L
CCR7	CCR7	R	L
CXCR5	CXCR5	R	L
CCR2	CCR2	R	L
CCR10	CCR10	R	L
XCR1	XCR1	R	L
CX3CR1	CX3CR1	R	L
CXCR3	CXCR3	R	L
CCR3	CCR3	R	L
CCR4	CCR4	R	L
CCR5	CCR5	R	L
CCR6	CCR6	R	L
CCR8	CCR8	R	L
CCR9	CCR9	R	L
CXCR4	CXCR4	R	L
ADGRV1	ADGRV1	R	L
MAP2K7	MAP2K7	R	L
TNFRSF10B	TNFRSF10B	R	L
IKBKB	IKBKB	R	L
CHUK	CHUK	R	L
TNFRSF6B	TNFRSF6B	R	L
EGFR	EGFR	R	L
CD28	CD28	R	L
SMPD1	SMPD1	R	L
TNFRSF1A	TNFRSF1A	R	L
FAS	FAS	R	L
MAP2K4	MAP2K4	R	L
MAP2K3	MAP2K3	R	L
MAP2K6	MAP2K6	R	L
CASP7	CASP7	R	L
LIFR	LIFR	R	L
PIK3CD	PIK3CD	R	L
PIK3R2	PIK3R2	R	L
CXCR6	CXCR6	R	L
JAK2	JAK2	R	L
CD4	CD4	R	L
RAF1	RAF1	R	L
GNAI2	GNAI2	R	L
ITGB3	ITGB3	R	L
ITGB1	ITGB1	R	L
LCK	LCK	R	L
ITGAV	ITGAV	R	L
ITGA5	ITGA5	R	L
GNAI3	GNAI3	R	L
ADRA2A	ADRA2A	R	L
GZMB	GZMB	R	L
SRC	SRC	R	L
ITGA4	ITGA4	R	L
MMP9	MMP9	R	L
PLCG1	PLCG1	R	L
RPS6KB1	RPS6KB1	R	L
